Estimador,Ecuación,Factor de olvido,Tamaño de ventana,Control_1_1 en validación,Control_1_1 en calibración,Control_2_1 en validación,Control_2_1 en calibración,RDI45_1_2 en validación,RDI45_2_1 en validación,RDI45_2_1 en calibración,RDI30_2_1 en validación,RDI30_3_2 en validación,RDI30_3_2 en calibración,media
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.9,5,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.1303924
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.9,10,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.1303924
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.9,100,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.1303924
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,1,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.119281289
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,2,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.119281289
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,3,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.119281289
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,4,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.119281289
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,5,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.119281289
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,10,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.119281289
LTP diff_R_Neta_Avg_norm,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,100,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.119281289
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.99,1,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.115137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.99,2,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.115137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.99,3,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.115137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.99,4,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.115137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.99,5,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.115137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.99,10,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.115137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.99,100,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.115137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.95,1,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.110137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.95,2,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.110137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.95,3,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.110137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.95,4,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.110137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.95,5,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.110137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.95,10,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.110137464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.95,100,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.110137464
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.99,1,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.107236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.99,2,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.107236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.99,3,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.107236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.99,4,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.107236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.99,5,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.107236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.99,10,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.107236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.99,100,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.107236513
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.9,1,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.103887464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.9,2,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.103887464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.9,3,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.103887464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.9,4,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.103887464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.9,5,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.103887464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.9,10,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.103887464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.9,100,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.103887464
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.95,1,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.102236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.95,2,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.102236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.95,3,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.102236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.95,4,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.102236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.95,5,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.102236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.95,10,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.102236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.95,100,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.102236513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.9,1,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.095986513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.9,2,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.095986513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.9,3,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.095986513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.9,4,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.095986513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.9,5,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.095986513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.9,10,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.095986513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.9,100,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.095986513
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.8,1,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.091387464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.8,2,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.091387464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.8,3,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.091387464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.8,4,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.091387464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.8,5,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.091387464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.8,10,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.091387464
LTP Min_ma,"min(LTP)-moving_avg(LTP,10D)",0.8,100,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,0.091387464
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.8,1,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.083486513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.8,2,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.083486513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.8,3,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.083486513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.8,4,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.083486513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.8,5,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.083486513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.8,10,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.083486513
LTP Min_mnvu,(min(LTP)-mean(LTP))/var(LTP),0.8,100,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,0.083486513
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.99,1,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.081235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.99,2,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.081235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.99,3,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.081235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.99,4,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.081235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.99,5,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.081235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.99,10,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.081235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.99,100,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.081235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.95,1,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.076235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.95,2,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.076235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.95,3,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.076235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.95,4,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.076235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.95,5,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.076235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.95,10,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.076235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.95,100,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.076235329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.9,1,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.069985329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.9,2,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.069985329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.9,3,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.069985329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.9,4,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.069985329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.9,5,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.069985329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.9,10,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.069985329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.9,100,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.069985329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.8,1,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.057485329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.8,2,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.057485329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.8,3,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.057485329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.8,4,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.057485329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.8,5,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.057485329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.8,10,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.057485329
LTP Max_mnvu,(max(LTP)-mean(LTP))/var(LTP),0.8,100,3.06E-16,,-4.51E-17,-3.89E-16,,-0.556766357,,-0.049220768,0.157046311,0.108823445,0.057485329
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,1,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.001864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,2,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.001864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,3,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.001864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,4,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.001864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,5,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.001864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,10,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.001864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.99,100,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.001864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,1,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.006308482
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,2,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.006308482
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,3,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.006308482
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,4,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.006308482
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,5,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.006308482
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,10,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.006308482
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,100,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.006308482
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,1,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.011864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,2,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.011864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,3,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.011864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,4,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.011864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,5,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.011864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,10,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.011864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,100,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.011864037
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,1,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.022975148
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,2,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.022975148
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,3,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.022975148
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,4,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.022975148
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,5,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.022975148
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,10,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.022975148
LTP diff_1h_norm,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,100,2.68E-17,,-1.33E-16,3.59E-16,0.108882132,-0.681843421,,0.397525362,-0.229478709,-0.601861699,-0.022975148
LTP diff_1h,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,1,,,,,,-0.69450342,-0.859139541,0.091620093,-0.054671379,-0.557375237,-0.180678247
LTP diff_1h,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,2,,,,,,-0.69450342,-0.859139541,0.091620093,-0.054671379,-0.557375237,-0.180678247
LTP diff_1h,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,3,,,,,,-0.69450342,-0.859139541,0.091620093,-0.054671379,-0.557375237,-0.180678247
LTP diff_1h,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,4,,,,,,-0.69450342,-0.859139541,0.091620093,-0.054671379,-0.557375237,-0.180678247
LTP diff_1h,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,5,,,,,,-0.69450342,-0.859139541,0.091620093,-0.054671379,-0.557375237,-0.180678247
LTP diff_1h,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,10,,,,,,-0.69450342,-0.859139541,0.091620093,-0.054671379,-0.557375237,-0.180678247
LTP diff_1h,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,100,,,,,,-0.69450342,-0.859139541,0.091620093,-0.054671379,-0.557375237,-0.180678247
